show_id;type;title;country;date_added;Description
s386;Movie;Ali Baba ve 7 CÃ¼celer;Turkey;July 1, 2020;Action & Adventure, Comedies, International Movies A garden gnome vendor and his brother-in-law attend a trade fair in Sofia, where they accidentally stumble into shenanigans involving a mafia boss.
s387;Movie;Ali Wong: Baby Cobra;United States;May 6, 2016;Stand-Up Comedy Ali Wong's stand up special delves into her sexual adventures, hoarding, the rocky road to pregnancy, and why feminism is terrible.
s388;Movie;Ali Wong: Hard Knock Wife;United States;May 13, 2018;"Stand-Up Comedy Two years after the hit ""Baby Cobra,"" Ali Wong is back with another baby bump â€“ and a torrent of hilarious truths about marriage and motherhood."
s389;Movie;Ali's Wedding;Australia;June 8, 2018;Comedies, Independent Movies, International Movies After telling a white lie that spins out of control, the son of an Iraqi-born cleric in Melbourne becomes torn between family duty and his own heart.
s390;TV Show;Alias Grace;Canada;November 3, 2017;Crime TV Shows, International TV Shows, TV Dramas In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity. Based on Margaret Atwood's award-winning novel.
s391;Movie;Alias JJ, la celebridad del mal;;September 1, 2017;Documentaries, International Movies Witnesses and public figures respond to controversial claims about Pablo Escobar made by the MedellÃ­n Cartel's sole survivor, John Jairo VelÃ¡squez.
s392;Movie;Alibaba Aur 40 Chor;Soviet Union, India;January 15, 2018;Action & Adventure, International Movies, Sci-Fi & Fantasy A simple village man is thrown into a web of political intrigue after he takes on a powerful and ruthless gang of bandits.
s393;Movie;Alice Doesn't Live Here Anymore;United States;July 1, 2019;Classic Movies, Comedies, Dramas A widowed singer and single mother starts over as a diner waitress in Arizona, befriending her coworkers and romancing a ruggedly handsome rancher.
s394;TV Show;Alice in Borderland;Japan;December 10, 2020;International TV Shows, TV Action & Adventure, TV Mysteries An aimless gamer and his two friends find themselves in a parallel Tokyo, where they're forced to compete in a series of sadistic games to survive.
s395;Movie;Alice Junior;Brazil;October 23, 2020;Comedies, International Movies, LGBTQ Movies In a small town, a trans teen with a vibrant personality shakes up her high school's conservative ways while trying to secure her first kiss.
s396;Movie;Alien Contact: Outer Space;United States;January 9, 2018;Documentaries This fact-based account delves into humankind's efforts to gather signals from possible intelligent beings beyond the solar system.
s397;TV Show;Alien TV;;August 21, 2020;Kids' TV, TV Comedies Alien reporters Ixbee, Pixbee and Squee travel to a lovely but odd planet called Earth, where they attempt to make sense of humans and their hobbies.
s398;Movie;Alien Warfare;United States;April 5, 2019;Action & Adventure, Sci-Fi & Fantasy The U.S. Navy Seal team tackles a top-secret mission at a research center where scientists have mysteriously disappeared and another life form awaits.
s399;TV Show;Alien Worlds;United Kingdom;December 2, 2020;British TV Shows, Docuseries, International TV Shows Applying the laws of life on Earth to the rest of the galaxy, this series blends science fact and fiction to imagine alien life on other planets.
s400;Movie;Alien Xmas;United States;November 20, 2020;Children & Family Movies A young elf mistakes a tiny alien for a Christmas gift, not knowing her new plaything has plans to destroy Earth's gravity â€” and steal all the presents.
s401;Movie;Aliens Ate My Homework;United States;March 6, 2018;Children & Family Movies, Comedies, Sci-Fi & Fantasy Tiny alien lawmen fly into Rod's bedroom and recruit him into helping them stop an intergalactic criminal â€“ who's disguised as a very familiar human.
s402;Movie;Alive and Kicking;Sweden, United States;August 10, 2017;Documentaries Take an inside look at swing dancing's continued prosperity and the lively and joyous personalities that make the art form so unique.
s403;Movie;All About Love;South Africa;March 6, 2020;Dramas, International Movies, Romantic Movies An inseparable couple struggles to stay together when betrayal threatens to tear their lives apart.
s404;Movie;All About Nina;United States;March 18, 2019;Comedies, Dramas, Independent Movies Fearless provocation has fueled stand-up comic Nina Geld's career, but a move to LA and a new love take her to new levels of honesty.
s405;TV Show;All About the Washingtons;United States;August 10, 2018;TV Comedies Hip-hop icon MC Joe Speed retires from showbiz and finds a new rhythm balancing business, romance and everyday family chaos.
s406;TV Show;All American;United States;March 17, 2020;TV Dramas, Teen TV Shows Culture clashes and brewing rivalries test a teen football player from South Los Angeles when heâ€™s recruited to the Beverly Hills High School team.
s407;Movie;All Because of You;Malaysia;October 1, 2020;Action & Adventure, Comedies, International Movies After falling for a guest, an unsuspecting hotel staff becomes embroiled in a hostage scheme and discovers true love in an unlikely place.
s408;Movie;All Day and a Night;United States;May 1, 2020;Dramas, Independent Movies While serving life in prison, a young man looks back at the people, the circumstances and the system that set him on the path toward his crime.
s409;Movie;All Dogs Go to Heaven;Ireland, United Kingdom, United States;June 1, 2020;Children & Family Movies When a canine con artist becomes an angel, he sneaks back to Earth and crosses paths with an orphan girl who can speak to animals.
s410;TV Show;All For Love;Colombia;June 26, 2020;International TV Shows, Romantic TV Shows, Spanish-Language TV Shows A penniless country boy goes in search of his runaway sister in BogotÃ¡, where he falls for an aspiring singer, but gets tangled up in organized crime.
s411;Movie;All Good Ones Get Away;Spain, Italy;July 30, 2019;International Movies, Thrillers When a mysterious figure blackmails an adulterous couple during a romantic getaway, their secret affair turns into a fight for survival.
s412;TV Show;All Hail King Julien;United States;December 1, 2017;Kids' TV, TV Comedies In this Emmy winner for Outstanding Children's Animated Program, Madagascar booty-shaker King Julien takes on the jungleâ€™s craziest adventures.
s413;TV Show;All Hail King Julien: Exiled;;May 12, 2017;Kids' TV, TV Action & Adventure, TV Comedies Julien's been dethroned, but loyal friends and some very unlikely allies will propel the lovable lemur on a colorful journey to take back his kingdom.
s414;Movie;All Hallows' Eve;United States;August 1, 2017;Children & Family Movies, Independent Movies Instead of summoning the spirit of her dearly departed mother, a charming teen accidentally awakens a vengeful witch who wants to destroy her town.
s415;Movie;All In My Family;United States;May 3, 2019;Documentaries, LGBTQ Movies After starting a family of his very own in America, a gay filmmaker documents his loving, traditional Chinese family's process of acceptance.
s416;Movie;All Light Will End;United States;February 2, 2019;Horror Movies, Thrillers A horror novelist with a traumatic past returns to her childhood hometown, where she revisits her night terrors and loses sight of reality.
s417;Movie;All of You;Philippines;January 11, 2019;Comedies, Dramas, International Movies Two strangers meet on a dating app and experience instant chemistry, but their relationship unravels as jarring differences catch up to them.
s418;Movie;All the Boys Love Mandy Lane;United States;July 3, 2018;Horror Movies During a weekend excursion to a secluded ranch, an unwelcome visitor begins picking off the randy admirers of teenage temptress Mandy Lane.
s419;Movie;All The Bright Places;United States;February 28, 2020;Dramas, Romantic Movies Two teens facing personal struggles form a powerful bond as they embark on a cathartic journey chronicling the wonders of Indiana.
s420;Movie;All the Devil's Men;United Kingdom;May 15, 2019;Action & Adventure A battle-scarred Special Ops military vet joins a CIA-funded assignment to take down a Russian terrorist and his trigger-happy comrades.
s421;Movie;All the Freckles in the World;Mexico;January 3, 2020;Comedies, International Movies, Romantic Movies Thirteen-year-old JosÃ© Miguel is immune to 1994 World Cup fever until he realizes soccer is the only way to win the heart of his crush.
s422;Movie;All The Reasons To Forget;Brazil;April 19, 2018;Comedies, Dramas, International Movies A Brazilian man tries a myriad of ways to get over his breakup with his girlfriend but is surprised to learn it's more difficult than he anticipated.
s423;Movie;All Together Now;United States;August 29, 2020;Dramas An optimistic, talented teen clings to a huge secret: She's homeless and living on a bus. When tragedy strikes, can she learn to accept a helping hand?
s424;Movie;All's Well, End's Well (2009);Hong Kong;November 9, 2018;Comedies, International Movies, Romantic Movies Bound by a family rule that forbids him from marrying until his stubborn sister gets hitched, a bachelor enlists the help of a love guru to woo her.
